,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
15,6649623,30 mins,15 mins, 1 hr 20 mins,6 ,6,278,21g,9g,275mg,2292mg,7g,2g,4g,17g,50mg,180mg,2mg,468mg,4.7,18,1 10-inch frittata,35 mins
16,6569132,15 mins,5 mins,20 mins,1 ,1,320,25g,11g,412mg,793mg,6g,2g,3g,21g,48mg,84mg,3mg,463mg,5.0,1,1 omelet,
17,6603824,,,,4 ,4,253,18g,6g,389mg,696mg,7g,3g,2g,18g,11mg,246mg,4mg,484mg,4.5,51,4 servings,
18,6603485,20 mins,10 mins,30 mins,4 ,4,321,27g,12g,320mg,452mg,5g,1g,3g,16g,26mg,222mg,3mg,307mg,4.6,26,1 large omelet,
19,6586141,5 mins,5 mins,10 mins,1 ,1,162,10g,3g,372mg,439mg,5g,,5g,13g,,55mg,2mg,146mg,4.0,5,1 omelet,
20,6593414,15 mins,20 mins,35 mins,6 ,6,165,7g,2g,104mg,104mg,18g,2g,8g,8g,38mg,44mg,1mg,420mg,4.2,6,1 large omelet,
21,6738074,15 mins,5 mins,20 mins,1 ,1,578,48g,15g,439mg,761mg,12g,1g,4g,25g,5mg,90mg,4mg,430mg,4.5,4,1 omelet,
22,6596511,10 mins,7 mins,17 mins,2 ,2,725,53g,29g,558mg,1924mg,10g,1g,3g,52g,4mg,1052mg,3mg,376mg,5.0,1,1 omelet,
23,6738952,10 mins,5 mins,15 mins,1 ,1,291,22g,8g,352mg,712mg,2g,0g,1g,22g,0mg,362mg,2mg,158mg,4.7,106,,
24,6606070,30 mins,25 mins,55 mins,3 ,3,652,51g,29g,536mg,852mg,5g,0g,1g,44g,3mg,438mg,4mg,501mg,4.2,13,6 omelets,
25,6737525,10 mins,5 mins,15 mins,1 ,1,491,44g,10g,565mg,860mg,1g,0g,1g,22g,1mg,106mg,3mg,217mg,4.6,41,1 omelet,
26,6569262,10 mins,10 mins,20 mins,4 ,4,320,29g,15g,426mg,288mg,2g,0g,1g,15g,2mg,82mg,2mg,200mg,4.1,56,4 omelets,
27,6603226,15 mins,8 mins,23 mins,2 ,2,392,31g,12g,329mg,1014mg,11g,4g,4g,19g,11mg,336mg,2mg,490mg,4.5,6,1 omelet,
28,6594077,10 mins,15 mins,25 mins,2 ,2,796,57g,32g,567mg,718mg,10g,0g,3g,62g,3mg,1080mg,3mg,610mg,4.4,19,,
29,6595341,5 mins,5 mins,10 mins,2 ,2,242,20g,6g,385mg,299mg,2g,0g,1g,15g,0mg,125mg,2mg,149mg,4.2,47,,
30,6603916,15 mins,15 mins,30 mins,2 ,2,165,9g,3g,8mg,584mg,3g,1g,2g,18g,3mg,135mg,3mg,554mg,4.5,12,2 servings,
31,6579934,15 mins,20 mins,37 mins,2 ,2,380,29g,13g,417mg,1030mg,4g,1g,2g,26g,2mg,241mg,2mg,318mg,4.6,41,1 omelet,2 mins
32,6578277,10 mins,10 mins,20 mins,4 ,4,128,0g,,,371mg,1g,0g,0g,25g,4mg,2mg,,25mg,4.4,25,,
33,6741594,10 mins,9 mins,19 mins,1 ,1,213,16g,8g,336mg,334mg,4g,1g,2g,15g,4mg,127mg,2mg,297mg,4.4,12,1 omelet,
34,6738804,5 mins,5 mins,15 mins,2 ,2,209,14g,4g,372mg,260mg,8g,,8g,13g,,54mg,2mg,179mg,4.0,1,6 pieces,5 mins
35,6600050,5 mins,15 mins,20 mins,1 ,1,521,20g,9g,403mg,1300mg,59g,1g,12g,27g,14mg,212mg,3mg,512mg,4.6,32,,
36,6586151,,,,4 ,4,407,28g,13g,443mg,1440mg,7g,,4g,32g,0mg,322mg,2mg,466mg,4.4,139,,
37,6737748,10 mins,5 mins,15 mins,1 ,1,401,33g,11g,584mg,521mg,2g,0g,1g,25g,3mg,269mg,3mg,244mg,5.0,1,1 serving,
38,6586395,10 mins,15 mins,25 mins,4 ,4,292,20g,9g,292mg,306mg,8g,1g,5g,21g,11mg,296mg,2mg,368mg,4.3,34,,
39,6739528,15 mins,20 mins,35 mins,4 ,4,309,21g,7g,403mg,1008mg,7g,1g,4g,24g,70mg,69mg,3mg,446mg,4.4,267,8 muffins,
40,6594360,15 mins,10 mins,25 mins,2 ,2,739,49g,15g,532mg,4191mg,6g,1g,4g,67g,91mg,315mg,5mg,1077mg,4.4,8,1 large omelet,
41,6575752,20 mins,15 mins,35 mins,4 ,4,148,4g,2g,106mg,67mg,26g,2g,19g,4g,4mg,44mg,1mg,122mg,4.3,26,4 servings,
42,6586244,5 mins,10 mins,20 mins,1 ,1,607,51g,21g,646mg,1346mg,8g,0g,2g,30g,,178mg,4mg,337mg,4.0,1,1 omelette,5 mins
43,6562643,20 mins,20 mins,45 mins,12 ,12,439,40g,6g,93mg,428mg,15g,1g,1g,5g,1mg,16mg,1mg,47mg,5.0,1,12 servings,5 mins
44,6604556,10 mins,18 mins,33 mins,2 ,2,623,42g,9g,375mg,1985mg,28g,5g,4g,41g,3mg,112mg,2mg,252mg,,,2 servings,5 mins
45,6589996,15 mins,15 mins,30 mins,1 ,1,365,27g,10g,474mg,787mg,4g,1g,2g,28g,4mg,192mg,3mg,355mg,4.5,28,1 omelet,
46,6736858,15 mins, 1 hr, 1 hr 15 mins,12 ,12,375,26g,14g,193mg,692mg,13g,1g,3g,23g,5mg,505mg,2mg,221mg,4.4,223,1 - 9x13 inch pan,
47,6599309,5 mins,10 mins,15 mins,2 ,2,490,39g,13g,457mg,941mg,8g,3g,2g,29g,2mg,393mg,9mg,381mg,,,2 servings,
48,6588281,15 mins,25 mins,40 mins,1 ,1,640,43g,16g,479mg,1504mg,17g,2g,8g,45g,9mg,238mg,6mg,930mg,,,1 omelette,
49,6597119,10 mins,5 mins,15 mins,1 ,1,588,47g,21g,653mg,1095mg,3g,,1g,39g,0mg,269mg,4mg,379mg,,,1 omelet,
50,6599220,10 mins,25 mins,35 mins,2 ,2,511,30g,14g,105mg,284mg,26g,8g,11g,40g,64mg,85mg,6mg,2628mg,4.8,11,2 servings,
51,6573716,10 mins,15 mins,25 mins,1 ,1,259,12g,4g,19mg,501mg,12g,3g,5g,28g,4mg,526mg,1mg,836mg,4.7,13,1 omelette,
52,6572317,5 mins,10 mins,15 mins,1 ,1,662,54g,23g,656mg,1180mg,3g,,1g,39g,,417mg,3mg,398mg,5.0,1,1 omelet,
53,6574414,15 mins,15 mins,30 mins,2 ,2,402,29g,13g,418mg,1213mg,7g,1g,4g,29g,7mg,214mg,4mg,507mg,4.6,5,2 servings,
54,6584169,10 mins,15 mins,25 mins,3 ,3,264,17g,4g,280mg,512mg,6g,1g,2g,21g,16mg,59mg,5mg,295mg,,,3 servings,
55,6592072,20 mins,20 mins,40 mins,2 ,2,695,50g,26g,660mg,388mg,48g,8g,36g,21g,15mg,127mg,3mg,577mg,3.9,17,2 servings,
56,6572980,10 mins,5 mins,15 mins,1 ,1,82,5g,2g,186mg,369mg,3g,,3g,7g,,28mg,1mg,79mg,4.6,8,1 omelet,
57,6577959,15 mins,30 mins,45 mins,2 ,2,538,40g,16g,544mg,1088mg,10g,3g,5g,37g,11mg,334mg,5mg,730mg,4.3,7,2 servings,
58,6582779,5 mins,10 mins,15 mins,1 ,1,436,32g,14g,613mg,751mg,10g,2g,5g,29g,31mg,224mg,4mg,758mg,,,1 omelette,
59,6574239,15 mins,25 mins,40 mins,12 ,12,123,8g,5g,22mg,223mg,2g,1g,1g,11g,11mg,198mg,1mg,247mg,4.7,3,1 dozen omelets,
60,6573223,15 mins,5 mins,20 mins,4 ,4,340,28g,6g,372mg,745mg,11g,2g,5g,14g,8mg,82mg,3mg,321mg,,,4 servings,
61,6584628,15 mins,10 mins,25 mins,1 ,1,506,38g,20g,358mg,902mg,5g,0g,3g,35g,2mg,760mg,2mg,283mg,4.0,19,1 omelet,
62,6602946,15 mins,10 mins,25 mins,1 ,1,705,55g,24g,532mg,1026mg,7g,1g,5g,47g,3mg,220mg,2mg,255mg,5.0,2,1 omelet,
