,id_recipe,Step_Count,Step Description
79,6739816,2,"Gently gather dough particles together into a ball. Wrap in plastic wrap, and chill for at least 30 minutes before rolling."
80,6739816,3,"Roll out dough, and put in a pie plate. Fill with desired filling and bake."
81,6563275,1,"Mix flour and salt together. Pour milk and oil into one measuring cup, do not stir, and add all at once to flour. Stir until mixed, and shape into 2 flat balls. Wrap in plastic wrap. Refrigerate for 15 minutes or more."
82,6563275,2,Roll out on lightly floured surface.
83,6605215,1,Sift flour and salt into a bowl. Pour vegetable oil into a 1-cup measure and fill the measure with milk up to the 7-ounce mark. Whisk oil and milk together and pour immediately into the bowl with flour. Mix the crust together with a fork just until it holds together. Do not knead.
84,6605215,2,"Divide crust in half, form into balls, and roll each half out between sheets of waxed paper. Peel waxed paper from crusts to fit into pie plate."
85,6563853,1,Preheat the oven to 375 degrees F (190 degrees C).
86,6563853,2,Crumble graham crackers in a food processor with sugar and cinnamon.
87,6563853,3,"Place butter in a microwave-safe bowl and melt in a microwave oven, about 1 minute. Add to the mixture in the food processor and blend until combined into the dough."
88,6563853,4,Roll dough out into a crust and place into a pie plate.
89,6563853,5,"Bake in the preheated oven for 7 minutes. Let cool completely before filling, about 30 minutes."
90,6567689,1,Mix crumbs and melted butter or margarine until well blended. Press into an 8 or 9 inch pie plate. Chill until firm.
91,6594428,1,Preheat the oven to 350 degrees F (175 degrees C). Grease a 9-inch pie pan.
92,6594428,2,"Crush saltine crackers either with your hands in a bowl or with a food processor. Add sugar and salt; mix. Mix in butter, followed by honey. Press crust into the prepared pie pan using a measuring cup."
93,6594428,3,"Bake in the preheated oven until golden and set, about 16 minutes. Remove from the oven and while crust is still fairly hot, use the measuring cup to re-form as crust will fall down while baking. Let cool before adding a filling of your choice."
94,6563488,1,Preheat oven to 350 degrees F (175 degrees C)
95,6563488,2,Roll out pie crust to 1/8 inch thick. Spread butter or margarine to cover. Sprinkle sugar and cinnamon to completely cover pie crust.
96,6563488,3,"Using a ravioli cutter, cookie cutter or knife, cut dough into desired shapes."
97,6563488,4,Bake at 350 degrees F (175 degrees C) for 8 to 10 minutes or until just browned.
98,6593499,1,"Combine flour and sugar into the bowl of an electric mixer. Cut butter into tablespoon pieces; add it to the flour and butter. Use the paddle beater to cut the butter and flour together. Alternatively, this can be done by hand with a pastry blender."
99,6593499,2,"With the mixer on low speed , or while stirring the mixture with a fork, pour in the cold water. When the dough starts to clump, and before it turns into a ball, stop stirring."
100,6593499,3,"Lightly knead dough in the bowl until it forms a ball. Divide dough into two parts. Flatten each part into a disk, and chill for about 30 minutes before rolling."
101,6565366,1,Preheat oven to 350 degrees F (175 degrees C).
102,6565366,2,"In a medium bowl, mix together graham cracker crumbs, cocoa powder, yogurt, and brown sugar. Press mixture firmly into a 9 inch pie pan."
103,6565366,3,Bake in preheated oven for 5 minutes.
104,6583282,1,Preheat the oven to 375 degrees F (190 degrees C). Grease an 8-inch pie plate.
105,6583282,2,"Roll pastry into a round shape a little larger than the pie plate. Cut off a 1/2-inch wide strip from the edge of the pastry circle, and line the lower sides of the pie plate with the strip, placing the cut side upwards; the pastry will not reach the rim of the pie plate. Dampen the strip with water, then place the remaining pie pastry circle into the pie plate, pressing to seal the edges of the circle onto the strip where the pastry overlaps. This will create a crust that is slightly thicker around the lower edges."
106,6583282,3,"Whisk flour, ground almonds, and baking powder together in a medium bowl. Whisk egg and lemon zest together in a small bowl."
107,6583282,4,"Beat butter and sugar with an electric mixer in a bowl until light and fluffy. Gradually add egg mixture, beating well after each addition. Gently fold in flour mixture, a spoonful at a time, until just incorporated."
108,6583282,5,"Spread strawberry jam evenly over the center of the pastry shell, then spread batter over top."
109,6583282,6,"Bake in the preheated oven until filling is firmly set and browned, about 30 minutes."
110,6583282,7,Sprinkle with confectioners' sugar just before serving.
111,6562108,1,Preheat the oven to 350 degrees F (175 degrees C).
112,6562108,2,"In a medium bowl, mix together margarine, sugar, and pretzels. Press the mixture into a 9x13-inch baking pan."
113,6562108,3,Bake in the preheated oven for 10 minutes; fill with desired pie filling.
114,6586172,1,"In a large mixing bowl, combine flour, salt, and sugar. Mix well, then cut in shortening until mixture resembles coarse meal."
115,6586172,2,"In a small bowl, combine egg, vinegar, and 4 tablespoons of water. Whisk together, then add gradually to flour mixture, stirring with a fork. Mix until dough forms a ball. Add one more tablespoon of water if necessary."
116,6586172,3,Allow dough to rest in refrigerator 10 minutes before rolling out.
117,6567230,1,Whisk flour and salt together in a mixing bowl.
118,6567230,2,Cut cold butter and then shortening into flour mixture with a knife or pastry blender until the mixture resembles coarse crumbs.
119,6567230,3,"Sprinkle vodka and water over the top of flour mixture; mix ingredients together to form a tacky dough. Divide dough into 2 halves; flatten each half into a disk, wrap in plastic wrap, and refrigerate for 1 hour to 2 days."
120,6567230,4,"When you are ready to make your pie, remove dough from the refrigerator and roll out each piece from the middle to the edge. Bake according to the pie recipe directions."
121,6588410,1,"Combine 3/4 cup arrowroot starch, white rice flour, brown rice flour, and sugar in a food processor; pulse until blended. Add butter to flour mixture and pulse until mixture is the consistency of oatmeal."
122,6588410,2,"Transfer flour-butter mixture to a bowl; add eggs and vinegar. Knead mixture just until blended. Mix water, 1 tablespoon at a time, into dough (if dough is too dry) until dough holds together. Split dough into 2 balls, wrap in plastic wrap, and refrigerate until chilled, about 1 hour."
123,6588410,3,Spread a piece of plastic wrap on a work surface and sprinkle with arrowroot starch. Place 1 dough ball on the plastic wrap and flatten using your hands. Dust rolling pin with more arrowroot starch and roll over dough until even in thickness and about 9 inches in diameter. Repeat with remaining dough.
124,6566453,1,"Whisk rice flour, sugar, salt, and baking powder together in a bowl. Cut in shortening until the mixture resembles sand. Stir in water and vanilla extract until dough forms a ball."
125,6566453,2,"Wrap in plastic wrap and refrigerate, at least 1 hour or up to 3 days."
126,6566396,1,Soften cream cheese and butter and mix together incorporating flour a little at a time.
127,6566396,2,Roll out with a rolling pin between 2 wax papers. Transfer to a 9-inch pie plate and prick with fork before half-baking to prevent shrinkage. Bake for about 10 minutes at 350 degrees F (175 degrees C).
128,6567383,1,Preheat oven to 350 degrees F (175 degrees C). Lightly spray a 9-inch pie dish with cooking spray.
129,6567383,2,"Combine oats, confectioners' sugar, butter, cinnamon, nutmeg, and salt together in a bowl; press into the prepared pie dish."
130,6567383,3,"Bake in the preheated oven until lightly browned, 15 to 20 minutes. Cool completely."
131,6566417,1,Preheat oven to 325 degrees F (165 degrees C).
132,6566417,2,"Whisk sugar, flour, cocoa powder, and salt together in a bowl until thoroughly combined. Pour melted butter into the mixture and stir to incorporate. Press dough into the bottom and up the sides of a 9-inch pie pan."
133,6566417,3,"Bake crust in preheated oven until the sides are firm and the bottom bubbles slightly, about 10 minutes."
134,6663640,1,Preheat the oven to 300 degrees F (150 degrees C).
135,6663640,2,"In a large bowl, beat egg whites, cream of tartar, and salt until soft peaks form. Add vanilla; slowly beat in sugar until very stiff and glossy. Spread meringue mixture into a 9-inch pie plate to form a shell."
136,6663640,3,Bake in the preheated oven for 50 minutes. Turn the oven off; leave meringue in oven for 1 hour. Let cool.
137,6604265,1,Preheat the oven to 425 degrees F (220 degrees C).
138,6604265,2,In large bowl mix flour and salt. Cut in shortening with two butter knives.
139,6604265,3,"In a separate bowl, mix together egg, vinegar, and water. Drizzle wet mixture into dry mixture, cutting it in."
140,6604265,4,"Roll out dough, and fit into two 9-inch pie pans."
141,6604265,5,Bake in the preheated oven for 12 minutes.
142,6741774,1,"Place poppy seeds in a small pot, cover with boiling water, and set aside for 24 hours."
143,6741774,2,"Line a colander with a cheesecloth and spoon in the poppy seeds. Allow draining for several hours. Once drained, transfer to a food processor and process until fine."
144,6741774,3,"Combine 1 1/2 cups flour, 3/4 cup margarine, 1/3 cup sugar, 1 egg, and baking powder in a large bowl and knead into a smooth dough."
145,6741774,4,Preheat the oven to 350 degrees F (175 degrees C). Grease a deep 9x13-inch deep pan and line it with parchment paper.
146,6741774,5,Roll out dough on a slightly floured surface and place in the prepared sheet pan.
147,6741774,6,"Combine egg yolks, 9 tablespoons margarine, and 1 cup sugar in a large bowl; beat with an electric mixer until light and fluffy. Beat in drained poppy seeds gradually. Add apples, walnuts, raisins, honey, bread crumbs, and almond extract; mix well."
148,6741774,7,"Beat egg whites in a glass, metal, or ceramic bowl until stiff peaks form. Lift your beater or whisk straight up: egg whites will form sharp peaks. Fold egg whites into poppy seed mixture; spread over dough in the sheet pan."
149,6741774,8,Bake in the preheated oven for 1 hour until cake is set; transfer to a wire rack to cool.
150,6741774,9,Mix enough boiling water with confectioners' sugar to form a smooth icing. Spread generously over cooled cake.
151,6566974,1,"In a large bowl, combine shortening, salt, milk and boiling water. Whip with fork until smooth and creamy."
152,6566974,2,Add 2 cups flour and stir with round-the-bowl strokes until all flour is incorporated.
153,6566974,3,Makes crust for one double crust pie.
154,6563815,1,"Place brown rice flour in a resealable plastic bag. Add butter to the bag one cube at a time, shaking to coat each cube evenly with flour. Seal bag and place in the freezer for 15 minutes."
155,6563815,2,Whisk eggs and vinegar together in a small bowl. Place in the refrigerator.
156,6563815,3,"Pour gluten-free flour into a large bowl. Cut in cold flour-coated butter cubes with your fingers until mixture resembles pebbles with some large lumps of butter remaining. Stir in egg and vinegar mixture. Mix in water, 1 tablespoon at a time, until dough is no longer sticky and forms a ball."
157,6563815,4,"Wrap dough in plastic wrap; refrigerate until firm, about 30 minutes."
158,6563815,5,Divide dough into 2 pieces and roll out to desired thickness on a lightly floured work surface.
159,6563815,6,Fill and bake as directed in your pie recipe.
160,6564366,1,Grease a 9-inch springform pan.
161,6564366,2,"Combine gingersnap crumbs, sugar, melted butter, and salt in a bowl. Press onto the bottom and 1 inch up the sides of the prepared pan. Fill right away or chill crust for up to 2 hours."
162,6593183,1,Preheat the oven to 350 degrees F (175 degrees C).
163,6593183,2,"In a medium bowl, mix together graham cracker crumbs and melted butter. Place mixture in a 9-inch pie pan and press firmly into the bottom and sides of the pan."
164,6593183,3,Bake in the preheated oven for 8 minutes.
165,6587754,1,"Mix together flour, sugar, baking powder, and salt in a medium bowl. Cut in lard until mixture resembles a coarse meal."
166,6587754,2,"Whisk together water, egg yolk, vanilla, and vinegar in a separate bowl. Stir into flour mixture and knead dough briefly, just until smooth."
167,6587754,3,Allow dough to rest for 15 minutes before rolling out.
168,6573085,1,"Combine flour, butter, and shortening in a food processor; pulse until crumbly. Mix in water, 1 tablespoon at at time, until dough is soft and pliable."
169,6573085,2,Wrap dough in plastic wrap and refrigerate for at least 30 minutes before using.
170,6566150,1,"Mix flour, salt, and baking powder together in a bowl. Cut in lard until the mixture resembles coarse meal."
171,6566150,2,"Whisk water, egg, and vinegar together in another bowl; add to dry ingredients and stir until dough is thoroughly moistened and forms a ball."
172,6566150,3,Divide dough into fourths; roll each portion into a ball and flatten into a disk.
173,6566150,4,"If using immediately, roll each disk on a lightly floured surface to fit your pie pan, then bake as directed in your recipe."
174,6566150,5,"If using later, wrap each disk tightly in plastic wrap. Refrigerate for up to three days, or place wrapped disks in a freezer bag and freeze for up to 3 months."
175,6588920,1,Place shortening into a heat-proof bowl. Pour in boiling water and whip mixture until creamy.
176,6588920,2,Mix together flour and salt in a separate bowl. Add flour mixture to shortening mixture. Stir until pastry stops sticking to the sides of the bowl. Refrigerate pastry before rolling it out.
177,6664170,1,"Mix crushed cornflakes, sugar, and melted butter thoroughly in a bowl. Press into an 8-or 9-inch pie plate. Chill in the refrigerator before filling."
178,6564718,1,"Whisk flour, sugar, baking powder, and salt together in a large bowl."
179,6564718,2,Transfer 1/2 cup flour mixture to a small bowl; stir in water until smooth.
180,6564718,3,Cut shortening into remaining flour mixture until it resembles coarse meal. Blend in wet flour mixture.
181,6564718,4,"Divide dough into two pieces. Form each piece into a disk, wrap in plastic wrap, and refrigerate for at least 45 minutes or up to 3 days before using."
182,6562443,1,Preheat the oven to 450 degrees F (230 degrees C).
183,6562443,2,"Sift flour, sugar, and salt into the center of a pie plate. Make a well in the center and pour in oil and milk. Mix with a fork, then press into the bottom and sides of the pie plate."
184,6562443,3,"Bake in the preheated oven for 8 to 10 minutes, or until golden brown."
185,6564394,1,Sift flour into a bowl and rub in butter. Add egg yolk and enough water to make ingredients cling together.
186,6564394,2,Press dough into a ball and knead gently on a floured surface until smooth. Wrap dough in plastic wrap and refrigerate for 30 minutes.
187,6564394,3,"Use pastry for tarts, pastries, quiches, or other savory goodies."
188,6564147,1,"Whisk flour with salt in a bowl; use a fork to stir in vegetable oil. Mix in water, 1 tablespoon at a time, before adding more water. Gather dough into a ball, divide in half, and roll out on a floured work surface."
189,6571954,1,Preheat the oven to 325 degrees F (165 degrees C).
190,6571954,2,"Make crust: Mix gingersnap crumbs, melted butter, and sugar together in a bowl until well combined. Transfer to a 9-inch pie pan; press into the bottom and up the sides."
191,6571954,3,Bake in the preheated oven for 5 minutes. Remove from the oven and set aside to cool while you make the filling; keep the oven on.
192,6571954,4,"Make filling: Combine pumpkin puree, evaporated milk, brown sugar, eggs, cornstarch, vanilla, cinnamon, nutmeg, and salt in a mixing bowl. Blend with wire whisk until combined."
193,6571954,5,"Pour filling into the cooled crust. Bake until the center jiggles slightly but the sides of the filling are set, about 1 hour. Let cool at least 2 hours before slicing."
194,6589336,1,"Measure butter & shortening onto a plate, put into freezer for about 20 minutes."
195,6589336,2,"Measure cake flour, all-purpose flour, sugar, salt and baking powder into the bowl of a food processor. Pulse for a few seconds to mix."
196,6589336,3,"Take 1/2 of the cold butter and 1/2 of the cold shortening, put into processor with dry ingredients and pulse off and on for about 1 minute. Scrape down twice while doing this."
197,6589336,4,"Take remainder of the cold butter & cold shortening and cut in very briefly with the processor, leaving visible pea-sized chunks. Do not over process at this stage!"
198,6589336,5,"In a measuring cup, mix egg yolk and vinegar together, add ice cubes and water. Let this get chilled, about 3 to 4 minutes."
199,6589336,6,"Remove mixed flours and shortening from processor, put into a large mixing bowl. Sprinkle approximately 4 to 5 tablespoons of this egg, water, vinegar mixture, a little at a time, mixing gently with a fork. The key to this is, you do not want a wet dough, and you do not want to overmix."
200,6589336,7,"Place this dough into plastic wrap or plastic bag, chill in refrigerator for a few minutes. (May also be frozen for a few weeks at this stage for future use)."
201,6589336,8,Remove from refrigerator and roll out. This makes absolutely the BEST pie crusts. I have won County Fair competitions with this pie crust. Double for making a 2-crust pie.
